protein,X2018_MARCH_5_UWPRQE_HATCHMICRO_01_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_03_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_04_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_05_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_06_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_07_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_08_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_09_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_10_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_11_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_12_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_13_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_14_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_15_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_16_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_17_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_18_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_19_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_20_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_21_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_22_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_23_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_24_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_25_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_26_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_27_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_28_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_29_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_30_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_31_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_32_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_33_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_34_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_35_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_36_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_37_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_38_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_39_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_40_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_41_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_42_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_43_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_44_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_45_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_46_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_47_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_48_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_49_NUMSPECSTOT,protein length,uniprot annotation,blastp e-value
gene_480027|GeneMark.hmm|1027_aa|-|20041|23124,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1027,NA,NA
gene_480772|GeneMark.hmm|275_aa|-|1|825,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,275,NA,NA
gene_480947|GeneMark.hmm|421_aa|+|136768|138033,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,421,P0A295.1,0
gene_484968|GeneMark.hmm|285_aa|+|2|859,0,4,2,4,3,1,3,4,4,4,4,4,3,4,4,4,4,5,2,4,3,2,4,4,6,5,3,0,4,1,3,4,4,2,5,3,2,3,4,4,3,0,3,2,6,5,3,3,285,NA,NA
gene_487495|GeneMark.hmm|328_aa|-|609|1595,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,328,Q1QUN2.1,6.60E-127
gene_49002|GeneMark.hmm|259_aa|+|3|782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,259,NA,NA
gene_491587|GeneMark.hmm|511_aa|+|1509|3044,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,2,0,1,2,2,1,1,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,0,0,2,1,1,0,511,Q7LYW7.2,8.10E-15
gene_492256|GeneMark.hmm|359_aa|-|1013|2092,0,8,2,6,1,0,6,1,2,3,0,1,0,1,2,1,1,5,1,1,3,0,3,1,5,4,2,0,2,0,2,4,7,1,1,2,2,2,1,2,6,1,3,1,1,7,5,2,359,Q52812.1,5.74E-148
gene_492643|GeneMark.hmm|361_aa|-|3311|4396,0,1,0,2,0,0,2,0,1,2,0,0,0,0,3,1,0,4,0,0,0,1,1,2,3,3,0,0,0,0,0,3,3,0,0,0,1,2,0,0,2,0,0,2,3,3,1,2,361,NA,NA
gene_493676|GeneMark.hmm|357_aa|-|239|1312,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,357,Q2YKI6.1,1.03E-152
gene_495599|GeneMark.hmm|323_aa|-|34|1005,0,5,3,3,4,2,4,3,8,11,3,5,4,5,4,7,4,3,4,6,4,5,6,8,5,7,8,0,4,2,5,7,4,3,6,4,2,8,4,7,4,0,3,3,10,6,5,7,323,P29968.2,7.18E-127
gene_498535|GeneMark.hmm|389_aa|-|5402|6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,389,NA,NA
gene_504481|GeneMark.hmm|958_aa|+|14092|16968,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,958,P17315.2,2.64E-12
gene_50507|GeneMark.hmm|325_aa|-|820|1797,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,325,P0A3T2.1,3.76E-56
gene_508031|GeneMark.hmm|351_aa|+|2|1057,0,3,5,4,1,0,5,2,5,3,1,1,1,2,2,1,2,3,2,1,2,3,2,4,6,3,4,0,3,0,1,4,5,0,4,4,3,4,3,3,4,0,1,1,4,6,3,3,351,Q8YJ23.2,8.94E-20
gene_511604|GeneMark.hmm|186_aa|-|451|1011,0,2,1,2,1,0,3,2,4,5,1,4,2,2,3,4,2,2,1,5,3,3,4,7,4,5,3,0,0,0,2,2,3,0,4,2,1,3,3,5,3,0,1,5,7,2,5,3,186,NA,NA
gene_515743|GeneMark.hmm|235_aa|-|3|707,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,235,P46257.1,1.13E-69
gene_515744|GeneMark.hmm|158_aa|-|781|1257,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,158,Q42690.2,5.10E-56
gene_518454|GeneMark.hmm|374_aa|-|1|1122,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,374,P31640.2,1.06E-86
gene_519072|GeneMark.hmm|159_aa|-|113|592,0,6,4,3,4,3,5,3,7,3,5,4,2,5,5,6,3,5,2,8,3,3,5,9,5,3,4,1,3,3,2,3,5,3,4,2,3,4,4,4,6,2,3,2,9,4,4,5,159,Q8YSQ6.1,1.21E-06
gene_523561|GeneMark.hmm|176_aa|+|1|531,0,4,1,2,1,0,3,2,5,2,3,1,1,3,4,2,3,3,0,1,2,0,2,4,1,1,1,0,1,0,2,3,1,0,2,1,0,1,1,2,0,0,1,0,3,2,0,0,176,NA,NA
gene_525639|GeneMark.hmm|285_aa|+|113|970,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,285,NA,NA
gene_529883|GeneMark.hmm|84_aa|+|1958|2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84,P74367.2,7.84E-21
gene_530114|GeneMark.hmm|82_aa|-|306|554,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0,82,NA,NA
gene_530907|GeneMark.hmm|316_aa|+|277|1227,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,316,NA,NA
gene_535985|GeneMark.hmm|319_aa|+|2|961,0,1,1,1,2,0,3,3,6,4,3,4,2,3,4,2,2,2,3,3,2,2,3,6,2,1,1,0,1,0,0,1,2,0,1,0,1,0,0,1,4,0,1,0,5,4,2,3,319,P0A3T2.1,1.63E-42
gene_545742|GeneMark.hmm|400_aa|-|3|1202,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,400,NA,NA
gene_546562|GeneMark.hmm|274_aa|-|9684|10508,0,1,0,1,0,0,3,1,3,0,1,1,0,2,1,1,0,3,0,1,1,0,2,3,2,1,0,0,1,0,1,1,2,0,0,1,0,3,2,0,2,0,1,0,4,2,1,2,274,P0A3T2.1,6.53E-48
gene_546791|GeneMark.hmm|556_aa|+|151925|153595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,556,P45127.1,0
gene_547093|GeneMark.hmm|350_aa|-|286|1338,0,2,1,0,0,0,2,0,2,3,0,0,0,1,2,1,1,2,0,2,3,0,4,4,3,2,0,0,0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,0,2,2,3,1,350,Q2YKI6.1,3.93E-100
gene_547372|GeneMark.hmm|343_aa|+|1|1032,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,343,C4K4F8.1,0
gene_547452|GeneMark.hmm|198_aa|-|1|594,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,198,P0A3T2.1,3.41E-34
gene_548362|GeneMark.hmm|800_aa|-|1922|4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,800,NA,NA
gene_553422|GeneMark.hmm|517_aa|-|62543|64096,0,2,1,1,1,0,0,1,0,2,0,0,1,0,1,0,0,2,1,0,0,1,2,0,1,2,0,0,1,0,1,2,1,0,0,3,1,0,0,0,3,0,0,0,0,0,1,0,517,A5G1G2.1,0
gene_554124|GeneMark.hmm|375_aa|-|1|1125,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,375,Q05098.1,1.07E-08
gene_556014|GeneMark.hmm|189_aa|+|557|1126,0,1,1,1,0,0,3,2,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,2,0,1,0,0,3,0,1,0,0,1,1,0,189,NA,NA
gene_558659|GeneMark.hmm|905_aa|+|7888|10605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,905,NA,NA
gene_560628|GeneMark.hmm|72_aa|-|37|255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,Q6FQY4.1,5.79E-21
gene_561837|GeneMark.hmm|157_aa|-|12077|12550,0,0,0,5,6,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,3,5,4,0,0,0,1,0,0,0,7,0,5,0,0,1,0,0,157,Q84XB6.1,5.48E-35
gene_563154|GeneMark.hmm|151_aa|-|1268|1723,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,151,Q1HR24.1,8.36E-75
gene_563759|GeneMark.hmm|765_aa|-|3|2297,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,765,P38370.1,2.46E-10
gene_569577|GeneMark.hmm|658_aa|+|2|1978,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,658,NA,NA
gene_572624|GeneMark.hmm|291_aa|-|589|1464,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,291,NA,NA
gene_572930|GeneMark.hmm|75_aa|-|291|518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,Q16AE5.1,1.51E-44
gene_578048|GeneMark.hmm|294_aa|+|25542|26426,0,3,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,2,2,3,1,0,1,0,1,1,1,0,2,2,0,0,0,0,1,0,1,0,3,5,3,1,294,P0AEQ3.1,1.46E-20
gene_578067|GeneMark.hmm|773_aa|+|42573|44894,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,773,Q47RU5.1,0
gene_57838|GeneMark.hmm|354_aa|+|2|1066,0,2,0,2,0,0,0,0,0,1,0,1,0,2,1,2,1,2,1,1,1,0,1,1,2,1,0,0,1,0,1,2,5,0,2,1,1,1,2,1,2,0,1,0,3,3,2,2,354,Q3J1R2.1,1.85E-56
gene_578713|GeneMark.hmm|1401_aa|-|7458|11663,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1401,Q1H4P4.1,0
gene_581055|GeneMark.hmm|732_aa|-|1424|3622,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,732,P17201.1,8.05E-96
gene_582002|GeneMark.hmm|985_aa|-|3|2957,0,3,1,3,0,0,1,0,2,4,0,0,0,0,0,0,0,1,2,0,1,1,0,2,5,8,0,0,0,1,0,4,3,0,0,0,2,0,0,0,2,0,0,1,5,7,8,0,985,Q8A1G1.1,2.05E-30
gene_582657|GeneMark.hmm|376_aa|+|6471|7601,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,376,NA,NA
gene_582745|GeneMark.hmm|682_aa|-|9547|11595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,682,Q9X4Y1.2,7.16E-22
gene_585410|GeneMark.hmm|181_aa|+|2|547,0,3,1,2,0,0,2,0,0,2,0,0,0,0,1,0,0,3,0,0,0,1,3,1,2,3,1,0,0,0,1,3,3,0,0,0,0,4,0,1,4,0,1,1,3,3,5,1,181,NA,NA
gene_5865|GeneMark.hmm|117_aa|+|95|448,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,117,NA,NA
gene_5903|GeneMark.hmm|126_aa|-|1|378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Q9ZV36.1,2.69E-49
gene_593322|GeneMark.hmm|348_aa|-|1994|3040,0,9,4,9,6,0,11,4,13,12,3,12,4,10,10,9,1,13,6,11,7,1,11,13,12,10,7,0,6,0,5,10,10,0,8,6,5,10,4,7,9,0,7,2,11,14,9,6,348,Q3J1R2.1,2.50E-33
gene_600467|GeneMark.hmm|90_aa|-|3005|3277,0,2,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,2,2,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,3,0,0,0,1,2,1,1,90,P0A3H0.1,2.05E-28
gene_60196|GeneMark.hmm|372_aa|-|12828|13946,0,5,2,3,3,1,5,3,4,2,2,2,0,3,3,1,2,3,1,4,2,1,2,4,6,3,3,1,3,1,2,2,2,2,3,2,3,2,1,2,4,1,3,1,4,5,4,2,372,Q45010.1,2.35E-41
gene_603570|GeneMark.hmm|112_aa|-|1|336,0,2,3,3,2,1,3,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,3,1,0,0,3,0,3,3,3,0,0,3,3,1,0,0,4,0,2,0,0,2,0,0,112,P85194.1,1.04E-25
gene_603571|GeneMark.hmm|105_aa|-|453|770,0,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,105,P13907.2,9.46E-07
gene_603877|GeneMark.hmm|153_aa|+|1785|2246,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,153,Q5I0P2.1,2.51E-46
gene_604927|GeneMark.hmm|479_aa|-|2|1438,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,3,0,0,2,1,0,0,2,1,0,0,0,1,0,2,0,0,2,0,0,479,P82995.3,0
gene_609876|GeneMark.hmm|508_aa|-|1570|3096,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,508,O82811.1,3.71E-101
gene_61183|GeneMark.hmm|372_aa|+|10039|11157,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372,Q51886.1,6.58E-06
gene_615605|GeneMark.hmm|574_aa|-|2592|4316,0,3,0,0,0,0,3,0,3,2,2,3,1,2,2,2,1,1,0,2,2,0,3,3,5,2,1,0,2,0,1,0,0,0,2,2,0,2,0,1,2,0,1,1,2,5,0,1,574,A7U6F0.1,1.42E-177
gene_616326|GeneMark.hmm|202_aa|-|60|668,0,1,1,3,0,1,2,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,4,4,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,202,P02576.2,1.11E-127
gene_619524|GeneMark.hmm|109_aa|-|1|327,0,1,3,4,3,0,3,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,109,O09452.1,3.12E-50
gene_619803|GeneMark.hmm|363_aa|+|3051|4142,0,9,6,7,6,0,11,5,12,9,2,8,3,11,10,6,2,10,8,5,6,2,12,11,13,11,6,0,7,0,8,8,11,0,8,7,7,8,3,8,9,0,6,4,12,11,12,8,363,Q8YSQ6.1,1.32E-29
gene_622682|GeneMark.hmm|376_aa|-|4635|5765,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,376,NA,NA
gene_626074|GeneMark.hmm|335_aa|+|2476|3483,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335,Q9K9G5.1,9.66E-13
gene_627979|GeneMark.hmm|380_aa|-|13328|14470,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,5,3,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,380,Q47537.1,3.88E-10
gene_632239|GeneMark.hmm|312_aa|+|303|1241,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,312,NA,NA
gene_634761|GeneMark.hmm|101_aa|+|1|306,1,0,1,2,2,1,1,2,2,1,5,1,2,1,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,5,5,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,101,Q25381.1,2.43E-70
gene_636868|GeneMark.hmm|302_aa|+|4|912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,302,NA,NA
gene_638969|GeneMark.hmm|158_aa|-|663|1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,158,A5FMY4.1,2.23E-99
gene_640153|GeneMark.hmm|463_aa|-|3|1391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,463,P43738.1,0
gene_640247|GeneMark.hmm|350_aa|-|3|1052,0,4,0,6,1,0,2,0,2,3,0,2,2,1,3,1,1,4,1,1,2,1,1,5,6,4,1,0,1,0,1,4,3,0,1,1,2,2,2,1,3,0,1,2,3,6,2,1,350,NA,NA
gene_641502|GeneMark.hmm|308_aa|+|2|928,0,3,1,4,1,0,3,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,4,0,0,0,0,4,2,0,308,NA,NA
gene_643945|GeneMark.hmm|338_aa|-|2926|3942,0,3,3,5,1,0,4,2,1,4,1,1,1,1,2,1,1,4,1,1,2,2,1,3,4,6,1,0,1,0,1,4,5,0,2,2,1,2,0,1,3,0,2,0,1,5,6,1,338,P0AFM2.1,4.47E-10
gene_645949|GeneMark.hmm|569_aa|-|2849|4558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,569,NA,NA
gene_64629|GeneMark.hmm|401_aa|-|553|1758,0,4,2,5,1,0,4,0,2,6,0,1,0,2,3,0,1,4,2,0,1,0,3,1,5,5,0,0,2,0,4,8,7,0,0,1,3,5,0,2,6,0,3,1,0,7,6,1,401,Q2YKZ9.1,2.41E-32
gene_647735|GeneMark.hmm|139_aa|+|15387|15806,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,0,0,3,2,0,0,0,1,0,1,0,0,1,0,0,139,P49481.1,1.80E-98
gene_651911|GeneMark.hmm|346_aa|-|10301|11341,0,3,0,1,2,0,2,2,5,2,1,3,0,3,3,0,4,4,0,1,3,0,1,5,7,1,1,0,3,0,2,1,1,0,5,1,1,5,4,3,5,0,1,2,8,5,4,3,346,Q8Z2X8.1,1.04E-25
gene_652858|GeneMark.hmm|231_aa|-|1|693,0,4,1,5,3,0,9,2,11,7,6,6,3,4,4,2,3,7,0,7,5,2,5,11,6,5,2,0,2,0,2,5,7,1,3,3,2,3,6,6,6,1,3,2,10,5,6,4,231,NA,NA
gene_655964|GeneMark.hmm|924_aa|-|1118|3892,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,924,Q87WP4.1,2.44E-62
gene_655964|GeneMark.hmm|924_aa|-|1118|3892,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,924,Q87WP4.1,0
gene_65782|GeneMark.hmm|373_aa|-|6021|7142,0,14,8,12,8,4,13,8,17,14,12,11,11,14,16,12,15,14,11,11,13,8,17,15,13,16,16,0,11,2,12,14,11,4,12,10,9,14,16,17,10,0,10,7,20,16,13,11,373,NA,NA
